id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
636170500831766164,Fantastic family apartment,5781246,Maxim,,De Pijp - Rivierenbuurt,52.340794,4.90883,Entire home/apt,300,3,3,2022-08-07,1.43,1,0,3,0363 B6FB 3CE0 04DF 6268
636633506696617255,Classic and spacious appartment with roof terrace,38421902,Jenny And IJsbrand,,Watergraafsmeer,52.353912,4.931105,Entire home/apt,450,2,2,2022-07-05,0.83,1,87,2,0363 BD28 455D D34E 4DB6
636651788208633453,Spacious and sunny apartment - 10 min to centre,14710095,Yael,,Oud-Oost,52.35805,4.92197,Entire home/apt,220,3,4,2022-08-19,2.31,1,129,4,0363 EF0E 9CFC 628F A78B
636699563228584908,Lovely 3-bedroom apartment + sunny rooftop terrace,47081811,Karin,,Zuid,52.3522254,4.8619324,Entire home/apt,300,2,7,2022-08-15,3.04,1,0,7,0363 F012 DEC1 9D3D F8D7
636705051253407371,Penthouse Loft Amsterdam Central,230276731,Matthew,,Centrum-West,52.37561,4.89888,Entire home/apt,350,2,7,2022-08-16,2.73,1,48,7,0363 006A 72C1 7CE0 E181
636752144003140378,Spacious City Loft in the heart of Amsterdam,128192405,Flo,,Centrum-Oost,52.368298,4.906173,Entire home/apt,850,2,8,2022-08-11,2.35,1,34,8,0363 0D3D 5F67 9350 7DDE
636828462217489301,2 Bedroom Apartment in Amsterdam City Centre,128727918,David,,Centrum-West,52.36874,4.89023,Entire home/apt,390,1,7,2022-08-13,2.59,1,102,7,0363 CB80 3B5B B63E A3EA
637434837344309279,Lovely bright 1-bedroom apartment in Amsterdam,6157494,Laura,,Zuid,52.35145,4.86245,Entire home/apt,180,5,3,2022-08-08,1.91,1,21,3,0363 E762 2445 35AF 13B1
637435433572556867,Spacious apartment,4169305,Bianca,,Bos en Lommer,52.38287,4.8563,Entire home/apt,180,3,2,2022-08-11,1.15,1,64,2,0363 7151 294E D2AF 033A
637469981849567008,Authentic cosy houseboat in central Amsterdam,180008249,Timo,,Centrum-Oost,52.36628,4.89991,Entire home/apt,313,2,5,2022-08-05,1.60,1,1,5,0363 973C 2DCA BD04 F8A2
637512874278630453,"Spacious, family friendly home right on the canal",83937064,Nadine,,Centrum-West,52.36629,4.88532,Entire home/apt,471,4,7,2022-09-04,2.39,1,251,7,0363 C35A AE72 5E9B 2119
637657337500553660,Top-notch apartment in central Amsterdam,9846503,Omer,,Centrum-West,52.37239,4.8784,Entire home/apt,347,3,2,2022-08-03,0.81,1,129,2,0363 9136 D519 75AB B02A
637673199251857238,Bright Amsterdam apartment in lovely area,29934639,Femme Jasmijn,,De Baarsjes - Oud-West,52.36984926052899,4.8608983985595975,Entire home/apt,255,2,2,2022-09-04,1.82,1,324,2,0363 6356 C8CA 0279 7B63
638079683666591794,Spacious 1 bedroom apartment in Amsterdam,100625365,Emre,,De Baarsjes - Oud-West,52.36993,4.85125,Entire home/apt,290,3,2,2022-07-31,0.95,1,0,2,0363 13BB 55A8 115E D09F
638234848994365972,Beautiful 3 story family house with roofterras,76416726,Maaike,,Zuid,52.35263,4.84752,Entire home/apt,399,3,5,2022-08-12,3.49,1,12,5,0363 8CC1 ADBC D2CB 9930
638241595563240026,"| Central, Modern & Clean APT @ AMS City Center |",67863911,Gerard,,Centrum-West,52.37627,4.89619,Entire home/apt,235,5,3,2022-07-28,1.73,1,18,3,036362B9317800687F63
638351211861098431,beautiful apartment private room close to the cent,461711491,Yimmy,,IJburg - Zeeburgereiland,52.3617,4.9789,Private room,73,2,19,2022-09-04,5.88,1,128,19,Exempt
638394426406130664,Luxury 3 bedrooms apartment in Amsterdam,461569378,Yuan Yuan,,Zuid,52.34976,4.87214,Entire home/apt,500,3,1,2022-07-17,0.57,1,160,1,0363 463D 577B 5CBE 4272
638891482891413528,Bright and spacious apartment with roof terrace,60130328,Flip,,Westerpark,52.3771962,4.8732163,Entire home/apt,220,3,3,2022-08-29,3,1,6,3,0363 CB78 6317 2E7B ACC0
638923253439976801,A new renovated apartment in an upcoming area!,317399608,Jane,,Bos en Lommer,52.37792,4.84953,Entire home/apt,247,3,1,2022-07-03,0.45,1,115,1,0363 5A96 01BD 4A9D A4F3
638924385323624315,Lovely studio room next to beautiful Westerpark,9550824,Ashley,,Westerpark,52.38368,4.87232,Private room,140,2,10,2022-09-04,3.33,1,9,10,0363 63B9 AF13 66A5 781C
639087957745163371,Lovely 1-bedroom condo in Amsterdam South,291545715,Edvina,,Zuid,52.34313,4.86215,Entire home/apt,300,5,0,,,1,114,0,0363 DACD FF01 72E9 7018
639477192187627436,Spacious Amsterdam Loft near Central Station,95179496,Karel,,Westerpark,52.38875,4.88148,Entire home/apt,500,3,5,2022-08-29,3.26,1,70,5,0363 712B CFDB 9001 941F
639667369450249097,"1x Bedroom, shared Terrace, BBQ, 2 floors, 120m2",1177084,Philip,,Zuid,52.35046,4.85822,Private room,180,2,1,2022-07-03,0.45,2,3,1,0363 107E 3DE4 F086 A3E8
639763820481500624,Sunny 1 bedroom apartment in Amsterdam West,15706013,Esther,,Bos en Lommer,52.376869,4.85191,Entire home/apt,150,2,1,2022-08-05,0.88,1,13,1,0363E138D1A0E4971E17
639818375705943065,Nice room in light apartment with big rooftop,49972192,Anne,,De Pijp - Rivierenbuurt,52.35457,4.90274,Private room,199,5,3,2022-08-13,1.14,1,0,3,0363 BE83 E8BE AEC9 D2DC
639892362181621348,Beautiful 4-person apartment in east,25671806,Maarten,,Oostelijk Havengebied - Indische Buurt,52.3590276,4.9348355,Entire home/apt,271,2,6,2022-08-21,2.31,1,7,6,0363 B6AA FD32 8838 1560
639913635408246201,"Sunny appartement, with fast access to city centre",82291525,Sywert,,Osdorp,52.35667376723683,4.797033769311518,Entire home/apt,202,2,5,2022-07-14,1.67,1,96,5,0363 254F D68E 4961 8776
640166611668844179,The Royal Sailor Apartment in Center Amsterdam,234327127,Mats,,Centrum-Oost,52.3711821,4.911608999999999,Entire home/apt,244,1,5,2022-08-12,2.03,1,2,5,0363 4875 3A5B C2C8 13FB
640513271677293480,Central | Clean | Cozy APT & Roof Terrace @ DePijp,49154714,Reiner,,De Pijp - Rivierenbuurt,52.35747,4.89764,Entire home/apt,195,5,4,2022-08-01,1.94,4,13,4,0363 58T9 3188 AB69 7E42
640582948797008005,Quirky appartment with big garden,15131983,Marlou,,De Baarsjes - Oud-West,52.36239690092054,4.859959895773797,Entire home/apt,170,10,0,,,1,61,0,0363 D372 3DF0 9DE4 8C45
640948397260928654,Raam Studio 1,462327192,Daniel,,Centrum-West,52.36717,4.88184,Private room,181,1,10,2022-09-02,4.35,2,351,10,0363 466B BB77 062E 9C44
640979169940307267,Raam Studio 2,462327192,Daniel,,Centrum-West,52.36650090387339,4.881819237853787,Private room,181,1,11,2022-08-19,5.00,2,354,11,0363 466B BB77 062E 9C44
641058574307869532,City centrum private studio 14,449825081,Dario,,Centrum-West,52.37664,4.89551,Entire home/apt,112,1,23,2022-09-05,7.50,2,71,23,ABCD1234AB1289ETA0F9
641070931390173206,Authentic Appartment near Vondelpark,24437543,Madelon,,De Baarsjes - Oud-West,52.36248807711078,4.866484701633453,Entire home/apt,139,100,3,2022-08-23,1.96,1,37,3,0363 9EEE 445F B6CE 6143
641131762118036107,Lovely one bedroom in Amsterdam Zuid,9435259,Thierry,,Zuid,52.34352,4.86125,Private room,84,1,0,,,7,350,0,0363 4B79 7085 2881 5E34
641161606851273760,Groot luxe appartement midden in Amsterdam,102772074,Rens,,Centrum-West,52.371779413252625,4.8960586757711635,Entire home/apt,229,2,2,2022-08-22,1.00,1,190,2,0363 D250 9FEF 072D 14F9
641193909139000503,Design appartement Amsterdam Oost,58027511,Marloes,,Oostelijk Havengebied - Indische Buurt,52.3655305506035,4.937397062268848,Entire home/apt,250,2,3,2022-08-17,1.50,1,318,3,0363 9CA5 B5E1 3F79 DE3F
642441145974059562,Spaceous Condo with large Rooftop Terrace,9242220,Miguel,,De Baarsjes - Oud-West,52.365256604550495,4.854924053196363,Entire home/apt,220,6,0,,,1,98,0,0363 CCD0 8F3D B53A C4FE
642498734995029348,Bright and Cosy Apartment - Great Location!,420998790,Cem,,De Baarsjes - Oud-West,52.3621516,4.862007999999999,Entire home/apt,290,5,0,,,1,321,0,0363 B900 0C5C C2FE 5E4C
642723101979535783,3-Floor Luxury Apt in Cozy Street in Center of AMS,15679848,Martin,,Westerpark,52.38916,4.881,Entire home/apt,439,4,3,2022-08-08,1.58,1,43,3,0363 4C37 4EF1 BEB6 48BE
643146865148884150,Beautiful double-grounded house near city centre,143521261,Lodewyk,,Westerpark,52.39085,4.87557,Entire home/apt,520,4,0,,,1,25,0,0363 2BF1 208B 2575 185D
643186470882450169,Beautiful 2B apartment in the heart of Amsterdam,16251842,Claudiu,,Centrum-Oost,52.3622,4.90965,Entire home/apt,300,7,2,2022-08-11,1.13,1,71,2,0363 8D50 F057 7EE4 ECB4
643223362416702643,Apartment in Amsterdam with roof terrace,227336736,Alain,,Oud-Oost,52.36491,4.92425,Entire home/apt,209,2,8,2022-09-04,2.67,1,0,8,0363 FA78 B2F7 392B F6C9
643233875425407717,Villa in Amsterdam met grote tuin,155274317,Titia,,Noord-West,52.41733252267371,4.897040267728362,Entire home/apt,250,14,0,,,1,319,0,0363 4DB4 37DA B92E 82DA
643315499225242586,Enjoy ShipStays Hotel in Amsterdam!,18081564,Steven,,Oud-Noord,52.39993,4.89157,Entire home/apt,2820,1,0,,,1,358,0,Exempt
643321209622848033,"Ruim, licht appartement met perfecte ligging",28040463,Guus,,Slotervaart,52.353945662635034,4.831089936196804,Entire home/apt,200,1,3,2022-08-29,1.11,1,356,3,0363 4651 E331 9011 D8DE
643339204217552012,Monument in the heart of historical centre,3745762,Pieter,,Centrum-West,52.37646,4.89434,Entire home/apt,350,4,2,2022-08-21,2,1,54,2,0363 5955 56AE 132F 55A9
643359549647845690,Canal house in the Jordaan,13316845,Djonie,,Centrum-West,52.3757,4.87693,Entire home/apt,450,5,1,2022-08-08,1,1,0,1,0363 A623 292E 4EF5 D871
643382173224304611,Privé appartement met luxe badkamer en binnentuin,56052576,Barbara,,Westerpark,52.3834949722941,4.869476220546284,Entire home/apt,235,2,1,2022-08-05,0.88,1,64,1,0363 1EE0 6566 BBA3 EE4B
643897711660141376,Cozy apartment next to Westerpark!,46281957,Tunacan,,Westerpark,52.3836549,4.870447899999999,Entire home/apt,200,2,4,2022-08-30,1.90,1,0,4,0363 E219 4301 B546 95E9
644131144713470423,Modern appartement Amsterdam Old South,123901938,Leander,,Zuid,52.35521,4.84988,Entire home/apt,189,3,3,2022-07-22,1.23,1,15,3,0363 4B74 9797 9AF5 7F92
644177287921855374,Luxury 97m2 Penthouse Amsterdam City Center,245655061,Stijn,,Centrum-West,52.3708604,4.8796628,Entire home/apt,789,2,6,2022-09-05,2.65,1,0,6,0363 80CE FD59 A8BE 5760
644626724949405237,Lovely bedroom with nice balcony & green view!,20052140,Amir,,Osdorp,52.35745,4.81403,Private room,103,2,9,2022-09-04,3.33,1,132,9,0363 85F7 0B1A 065B EBCF
644739810278646927,Fantastic apt in city centre with balcony!,463208309,Valentina,,De Pijp - Rivierenbuurt,52.3559,4.89098,Entire home/apt,206,2,2,2022-08-26,1.09,1,0,2,0363CAB47F020FBDD18A
644906574913139588,Stunning apartment with panoramic rooftop terrace,6461417,Candice,,De Baarsjes - Oud-West,52.36781,4.87185,Entire home/apt,280,3,5,2022-08-15,2.17,1,17,5,0363 3EC1 0C6B DA04 3A46
644980707832192862,Spacious apartement with garden near city centre,12531923,Luc,,Oud-Oost,52.3651659,4.9267542,Entire home/apt,550,2,1,2022-07-09,0.49,1,203,1,0363D94A956B7CF9499A
645312526629328801,BEAUTIFUL DOUBLE UPPER HOUSE & SUNNY ROOF TERRACE!,12467373,Frans,,Westerpark,52.3816639,4.8720091,Entire home/apt,200,2,3,2022-09-07,1.73,1,1,3,0363 7E3F 3226 C7DE 3C17
645551416159180618,"Light,spacious & charming appartement in the PIJP!",463398586,Kim,,De Pijp - Rivierenbuurt,52.3562072,4.8900553,Entire home/apt,185,3,4,2022-08-09,2.26,1,0,4,0363 7E51 1C14 B381 8CA3
646115075076479415,Loft appartement Amsterdam Zuid,27778382,Heijme,,De Pijp - Rivierenbuurt,52.34259,4.89489,Entire home/apt,275,3,1,2022-07-18,0.58,1,2,1,0363 6B89 0D0F 94D3 80B9
646185276389800252,City Center Canal area apartment,8088712,Yeter,,Centrum-Oost,52.36152,4.89789,Entire home/apt,350,1,4,2022-08-16,1.56,4,312,4,0363 39C8 5989 05CD D197
646280915501556263,Mooi appartement in Amsterdam,112521180,Coen,,Bos en Lommer,52.38033,4.84764,Entire home/apt,140,2,1,2022-08-19,1,1,13,1,0363 D530 529B 9178 8AD5
646345660623669105,Woonark De Appeltuyn,390677829,Safira En Mario,,Noord-West,52.41481833217419,4.898217245936394,Private room,167,2,13,2022-09-05,4.81,1,51,13,0363 D0DE 08C0 8048 1CA5
646881121363202730,Stylish apartment in Amsterdam Oud-West,30700555,Sam,,De Baarsjes - Oud-West,52.36492,4.85928,Entire home/apt,371,3,1,2022-08-09,1,1,160,1,0363 134C EA43 F982 400E
647422935319823593,Een B&B in het historische centrum van Amsterdam,10095671,Villa Johanna,,Centrum-West,52.3731659,4.89786,Private room,269,1,8,2022-09-04,2.93,1,0,8,0363 117B C773 A3C2 7C92
647652592651889055,Beautiful apartment in the west of Amsterdam,10689819,Eva,,Bos en Lommer,52.376635862137164,4.857214316725731,Entire home/apt,250,3,0,,,1,12,0,0363 98DE A93D 1BFA A447
648091990897459963,Spacious art loft in centre of Amsterdam,18376865,Rachel,,Westerpark,52.37363740562115,4.874196167988641,Entire home/apt,233,3,4,2022-08-07,1.62,1,68,4,0363 9E1D 4C5D 5B88 60AC
648191549530314714,Appartement in Amsterdam Oud-West,36848341,Timo,,De Baarsjes - Oud-West,52.3607706,4.8595123,Entire home/apt,200,5,1,2022-07-16,0.56,1,0,1,0363 E776 3A5A 6BD4 03EB
648233252752355249,Grand 4 Bedroom Townhouse with a Roof Terrace,5128876,Alexandra,,Centrum-West,52.3694497,4.88417,Entire home/apt,1100,2,4,2022-07-23,1.88,2,12,4,0363 92C0 7A0E 16CE 38A7
648239251659503717,Luxury apartment museumdistrict Amsterdam,463995391,Ruben,,Zuid,52.36057920648571,4.878073501331199,Entire home/apt,499,4,3,2022-08-16,1.17,1,93,3,0363 43F8 DF7F 72AD 2AE8
648297651422160393,Large penthouse with roof terrace near Vondelpark,312500493,Murat,,Zuid,52.3524122,4.866395300000001,Entire home/apt,496,2,5,2022-09-04,2.05,1,21,5,0363 411C 3051 6571 7E05
648386428524752293,Beautiful house in popular Amsterdam NDSM area,266624,Krokus,,Noord-West,52.417,4.87901,Entire home/apt,171,2,1,2022-07-21,0.61,1,250,1,03635E31E22D61ABE6A4
648418090720730732,Spacious apartment with garden near Jordaan area,97833241,Sebastiaan,,Westerpark,52.3812641,4.8721668,Entire home/apt,310,3,1,2022-08-21,1,1,277,1,0363 20EB 84DD B6B0 13E0
648436498855217329,Gezellige woonboot aan het kanaal.,9937348,Pieter,,Oud-Noord,52.40107308863045,4.9007027921785165,Entire home/apt,150,2,1,2022-08-29,1,1,76,1,0363 0197 62C9 9CAE FD4D
648440793717449695,Beautiful appartement in the heart of Amsterdam,103701771,Tamara,,De Baarsjes - Oud-West,52.3724311,4.8740275,Entire home/apt,310,3,1,2022-08-20,1,1,14,1,0363 01B7 B6C0 1D40 211B
648500593458663752,Beautiful ground-floor apartment in prime location,463032737,Wouter,,De Baarsjes - Oud-West,52.36451,4.87587,Entire home/apt,950,2,0,,,1,132,0,0363 B13E 2E97 5079 E7FA
648512144880360509,Chique apartment in the heart of Amsterdam,265132722,Renu,,Centrum-Oost,52.36056070895092,4.888680435362454,Entire home/apt,541,1,3,2022-08-13,1.96,1,269,3,0363 4DC5 33BE 1F9A E767
648992361047425295,200 m2 delightful houseboat on an Amsterdam lake,2986763,Lymor,,Noord-Oost,52.37556,4.97934,Entire home/apt,135,21,0,,,1,84,0,03639634E7C15F4E20FF
649074843359124203,Private studio in canal house 38 sqm.,464101068,Cees,,Centrum-West,52.36722,4.88399,Private room,155,1,25,2022-09-05,9.26,2,34,25,0363 2523 D568 F530 F123
649085036887875949,Very spacious and luxurious apartment with garden,65181406,Caitlin,,Zuid,52.34832049216856,4.868975940326673,Entire home/apt,700,2,1,2022-08-28,1,1,290,1,0363 2898 9167 DACD 9660
649101506744484017,Cozy apartment in Amsterdam near the Vondelpark,333322245,Pieter,,Zuid,52.35212001012623,4.853345288749128,Entire home/apt,173,1,4,2022-07-31,2.40,1,52,4,0363 134E 3EC6 B966 8E5A
649101816251286416,Quiet private bedroom in canal house.,464101068,Cees,,Centrum-West,52.36762,4.88266,Private room,136,1,26,2022-08-31,9.63,2,54,26,0363 2523 D568 F530 F123
649272956999030442,Fijn appartement vlakbij het centrum en metro,116941633,Rens,,Oud-Noord,52.387885648555205,4.91650505363115,Entire home/apt,129,6,3,2022-08-21,1.34,1,90,3,0363 4121 265C 6B22 F718
649538235000954406,Cozy 1BR loft near Vondelpark in Amsterdam,464327780,Jari,,De Baarsjes - Oud-West,52.36197,4.87588,Entire home/apt,243,3,10,2022-09-06,4.55,1,0,10,0363 E8C2 10DF FAC3 2796
649624299732905979,"Lovely new room, with own entrance",9191032,Linda,,Bos en Lommer,52.37822,4.8593,Entire home/apt,146,2,1,2022-08-14,1,1,24,1,0363 DC9D 9440 F8BE 503A
649691075598263387,Cozy swimming paradise houseboat with garden,370601379,Niels Petrus,,Noord-West,52.40524160539323,4.906969222490731,Entire home/apt,260,7,2,2022-08-21,2,1,0,2,0363 07A1 48CE 68FC 76F1
649835461610968145,Dijkwoning met tuin in Amsterdam Noord,227614626,Bonnie,,Noord-West,52.415411075967974,4.898700365539716,Entire home/apt,218,3,4,2022-08-23,2.61,1,2,4,0363 C4F5 7772 3B45 3919
650046020195757676,Chique Town house-Center -FAMILIE & STELLEN -60M2,21205445,Joep,,De Pijp - Rivierenbuurt,52.3561848,4.8905439,Entire home/apt,350,1,5,2022-09-03,2.68,1,347,5,0363 3667 44BE 2449 92EF
650369028599214665,Brand new apartment w sunny balcony & free parking,17803919,Chantal,,Oostelijk Havengebied - Indische Buurt,52.3608,4.94175,Entire home/apt,225,6,0,,,1,0,0,0363 353B 0393 CFFE 8156
650388230007035143,Lowered in price! spacious  apartment in the Pijp,4166098,Eliska,,De Pijp - Rivierenbuurt,52.355778,4.891731,Entire home/apt,170,4,6,2022-08-19,3.60,1,6,6,ABCD 1234 AB12 89EF A0F9
650479833729266960,MODERN APARTMENT WITH SPACIOUS GARDEN,86239574,Pieter,,De Baarsjes - Oud-West,52.36359,4.85705,Entire home/apt,341,3,1,2022-08-23,1,1,345,1,0363 5611 92DE 3E0A 3793
650589140141610689,Luxurious studio apartment nearby Vondelpark,39110511,Mike,,Zuid,52.353629147023426,4.85101997479921,Entire home/apt,299,25,0,,,5,336,0,0363 496A D3BC A858 ED9F
650679981680197963,2-bedroom apartment in Amsterdam West,261116882,Alistair,,Bos en Lommer,52.38252,4.85407,Entire home/apt,275,2,5,2022-09-04,2.73,1,0,5,0363 28DB 6C0B 71F6 DCF8
651110081840270594,Charmant privé appartement aan het water,55560358,Marthe,,De Pijp - Rivierenbuurt,52.34776185921022,4.903203069923988,Entire home/apt,208,1,6,2022-08-07,2.69,1,178,6,0363 BE79 3E03 2B79 B969
651257738336801912,"Spacious, luxury appartment with balcony and bath",36275648,Timo,,Slotervaart,52.35268162491196,4.8383434828010685,Entire home/apt,233,1,3,2022-08-14,1.22,1,36,3,0363 A72F 7592 6E25 3C00
651405586016793584,"Light spacious appartment, beautiful balcony view",2880853,Tara,,Centrum-West,52.369992394580215,4.886985152052163,Entire home/apt,495,1,0,,,2,350,0,0363 DA61 A74D A341 4ED5
651899123459009528,Amazing Private studio 2 min from central station,449825081,Dario,,Centrum-West,52.376362729382315,4.8969474669525415,Entire home/apt,150,2,4,2022-08-22,2.35,2,72,4,ABCD1234AB1289EFA0F9
651925005286643330,"Formula 1 Playseats: 100m2 Apt, A’dam-west, 2bdr.",451839909,Justin,,Slotervaart,52.34858584810354,4.833152925227886,Entire home/apt,469,4,0,,,1,1,0,0363 611D 24E3 63D1 0334
652590086987060959,Cute city apt close to ferry with balcony!,464973907,Sophia,,Oud-Noord,52.38271507885456,4.914344474137523,Entire home/apt,163,2,0,,,1,5,0,0363D1659764DBC8BFC1
652609797838455611,Spacious lovely house in Amsterdam,13353119,Harmen,,Watergraafsmeer,52.35067,4.9385,Entire home/apt,195,1,1,2022-08-19,1,1,130,1,AAAA 1234 AB12 89EF A0F9
652669699499168719,Woonschip Cornelis,437005049,Helma,,Oostelijk Havengebied - Indische Buurt,52.37410879999999,4.940876299999999,Entire home/apt,275,2,6,2022-08-22,4.50,1,1,6,0363 75EE D4DD 038A E293
652671537269481026,cosy & stylish city apt with roof terrace!,464991121,Melisse,,De Baarsjes - Oud-West,52.36814119225091,4.865500505115881,Entire home/apt,283,2,2,2022-07-10,0.95,1,4,2,03631740EE233DB32EED
652767804151967005,"Fantastic houseboat, 160m2 on Amstel river",377918907,Nelke,,Watergraafsmeer,52.34440155552212,4.914071596820051,Entire home/apt,350,2,3,2022-09-04,3,1,27,3,0363 95C8 DEBE 50A2 F614
652799039926597473,Apartment with a beautiful view,465028677,Teodora,,Centrum-Oost,52.36378,4.90933,Private room,232,1,12,2022-08-23,6.00,1,0,12,0363 B7F4 7717 816A 00AD
653289821990142870,Lovely comfortable  apartment in the city centre,1863731,Sjoerdje,,Centrum-Oost,52.36626,4.90823,Entire home/apt,220,28,3,2022-08-17,1.76,1,31,3,0363 AEE5 FD1A 2B90 833B
653299720189848502,"Lovely two-level apartment, in the Old Pijp area",77544654,Marijn,,De Pijp - Rivierenbuurt,52.35638155119105,4.887763553177209,Entire home/apt,350,3,0,,,1,22,0,0363 B100 01AB E8AB 9B6C
653326414871985697,Design Canal Apartment,24938319,Agnes,,De Baarsjes - Oud-West,52.36797018266955,4.858907273574422,Entire home/apt,355,3,0,,,1,81,0,0363 A928 6371 FAFB C66A
653331624179195445,Amsterdam home by  riverside area,44867480,Anna,,Oud-Oost,52.351482819964744,4.911429583265401,Entire home/apt,425,7,2,2022-08-01,1.28,1,54,2,0363DD8B0BC9C56091A7
653360539481915256,Charming and bright  apartment in De Pijp,20838942,Mickael,,De Pijp - Rivierenbuurt,52.355686075026064,4.892607166972162,Entire home/apt,289,1,4,2022-08-28,2.61,1,2,4,0363 70F3 A301 456C 77BE
653453812073683922,Minimal apartment amsterdam oost,170178346,Lotte,,Oostelijk Havengebied - Indische Buurt,52.36448001046605,4.932674182881964,Entire home/apt,180,4,0,,,1,0,0,0363 EAD6 FAD7 7A62 DE3C
653475769996837641,Stylish loft in the middle of Amsterdam-Centrum,66864808,Elise,,Centrum-West,52.37293887956267,4.884375579924385,Entire home/apt,280,3,6,2022-08-30,5.14,1,7,6,0363 1D7E 06DF F932 B43F
653486926404911164,Grote gezinswoning + eigen tuin in Amsterdam,18801973,Ruud,,De Aker - Nieuw Sloten,52.3421313,4.7969324,Entire home/apt,250,4,2,2022-08-15,2,1,7,2,0363 5601 B284 0001 3C43
653494489241254928,Stylish 1 bedroom apartment with sunny balcony,1739437,Nina,,Westerpark,52.38360306215357,4.873706280009403,Entire home/apt,174,10,0,,,1,16,0,0363 83A9 77A6 3D5E 3AFD
653571740298456030,Cozy apartment in Amsterdam Noord,190266041,Melle,,Noord-West,52.4080321777841,4.922708433578826,Entire home/apt,200,4,1,2022-09-01,1,1,287,1,0363 064C 73C3 CE38 4E81
653579060497535362,Lovely apartment with big rooftop terrace,28541859,Julia,,De Baarsjes - Oud-West,52.3713211414001,4.849465792819049,Entire home/apt,300,3,2,2022-09-02,2,1,249,2,03639F34BC98FAAC741A
653579640130124509,Dream house on the canal,247955061,Babette,,Centrum-Oost,52.36453,4.89672,Entire home/apt,350,3,0,,,1,49,0,0363 2B93 2B0F F80C 2E03
653596273829803592,Large flat in green area of Amsterdam West,14842883,Esther,,Geuzenveld - Slotermeer,52.380588520765556,4.815942045569539,Entire home/apt,128,4,0,,,1,263,0,0363 49B2 1BAF D9E3 5948
653624101468651897,Spacious 128m2 two-bedroom family home with garden,325306,Michiel,,Oud-Oost,52.36045065115125,4.926562495529652,Entire home/apt,250,2,2,2022-08-20,1.82,1,79,2,0363 C688 6EA6 E269 BA19
653628724322238814,Great house with garden in Amsterdam,465235407,Mechteld,,Slotervaart,52.361136005530106,4.821678897906026,Entire home/apt,279,3,2,2022-07-26,1.28,1,0,2,0363 8D4B E07A BA81 2659
653649400664768415,"Nice apartment in lively Amsterdam south, near RAI",465241936,Evelijne,,De Pijp - Rivierenbuurt,52.34603961147015,4.887256377393099,Entire home/apt,313,2,2,2022-07-11,0.91,1,9,2,0363 EC56 D73F 926F EEA8
653983335749412816,Lovely 90m2 apartment in Amsterdam Old-West,146421074,Quinten,,De Baarsjes - Oud-West,52.367413203673614,4.87514773421731,Entire home/apt,299,2,0,,,1,183,0,0363 975D BC1F 89C0 83C8
654121957950875320,Private Family 6-Bed Room -shared kitchen and bath,308694260,Dutchies Hostel,,Bos en Lommer,52.38195663989524,4.845377393724527,Private room,463,1,0,,,2,214,0,Exempt
654180068764366234,New apartment near Amsterdam city centre,15218986,Marijn,,Noord-Oost,52.39769935910606,4.933408098881617,Entire home/apt,123,1,13,2022-08-27,5.27,2,52,13,0359GH752G76B3D122KM
654186945436685081,Light 80m2 apartment in populair part of Amsterdam,121115334,Klaas,,De Pijp - Rivierenbuurt,52.34642096721818,4.900017008185387,Entire home/apt,414,2,9,2022-09-04,3.65,1,9,9,0363 5018 10DF 1859 D71C
654302835462723146,Recently renovated appartement in Amsterdam,24728726,Gijs,,De Pijp - Rivierenbuurt,52.35165268667941,4.8942767504670455,Entire home/apt,150,3,9,2022-09-05,3.91,1,4,9,0363 B9D2 BE61 3862 6886
654759476291283296,Spacious Family Garden Residence 3BR in Amsterdam,25390631,Jeroen,,Noord-Oost,52.40650575647415,4.926548672291099,Entire home/apt,349,2,3,2022-08-07,1.55,1,0,3,0363 72BF 70F3 A720 A5A8
654855099379984104,Stylish canal loft,233479007,Sebastiaan,,Centrum-Oost,52.36238,4.89656,Entire home/apt,185,3,3,2022-08-08,2.05,1,8,3,0363FEBF809BAEFE59CE
654890743576991709,Fijn cozy appartement in Amsterdam,26248536,Tessel,,Bos en Lommer,52.37945209999999,4.8480497,Entire home/apt,200,2,5,2022-08-22,4.05,1,68,5,03637A8FA21B3C794350
654895461257131623,Bright apartment with balcony & parkview - de Pijp,170365225,François,,De Pijp - Rivierenbuurt,52.35418769917648,4.899286441504955,Entire home/apt,330,1,0,,,1,11,0,0363 B3F7 2BB2 EBDE A6EB
654918546695168927,Appartment with garden in the center A'dam,11619276,Ninette,,Bos en Lommer,52.37959932116294,4.852935818158549,Entire home/apt,200,3,1,2022-07-23,0.64,1,4,1,0363 9DCD B727 636D 6F54
655055346113154413,Kindvriendelijk appartement met tuin,7214825,Lotte,,Bos en Lommer,52.37740998638843,4.853400191641319,Entire home/apt,288,3,0,,,1,18,0,0363 FDBC AA04 3296 E01E
655445262678639209,"Gezellig, licht en modern appartement in Amsterdam",465661718,Marieke,,Watergraafsmeer,52.35085,4.94265,Entire home/apt,189,2,4,2022-08-13,1.79,1,94,4,0363 B0A8 6F31 5A9A 2F23
